"financial_statement_heading_id/id","nro_rubro","name","is_total","code_sunat","is_title","title"
"06","66","Recompra o Rescate de Acciones de la Entidad (Acciones en Cartera)","False","3D0310","False",""
"06","67","Adquisición de Otras Participaciones en el Patrimonio","False","3D0323","False",""
"06","68","Intereses pagados","False","3D0311","False",""
"06","69","Dividendos pagados","False","3D0305","False",""
"06","70","Impuestos a las ganancias (pagados) reembolsados","False","3D0332","False",""
"06","71","Otros cobros (pagos) de efectivo relativos a la actividad de financiación  ","False","3D0333","False",""
"06","72","Flujos de Efectivo y Equivalente al Efectivo Procedente de (Utilizados en) Actividades de Financiación","False","3D03ST","False",""
"06","73","Aumento (Disminución) Neto de Efectivo y Equivalente al Efectivo, antes de las Variaciones en las Tasas de Cambio","False","3D0401","False",""
"06","74","Efectos de las Variaciones en las Tasas de Cambio sobre el Efectivo y Equivalentes al Efectivo","False","3D0404","False",""
"06","75","Aumento (Disminución) Neto de Efectivo y Equivalente al Efectivo","False","3D0405","False",""
"06","76","Efectivo y Equivalente al Efectivo al Inicio del Ejercicio","False","3D0402","False",""
"06","77","Efectivo y Equivalente al Efectivo al Finalizar el Ejercicio","False","3D04ST","False",""
